Codo_Izq_mean,Codo_Izq_var,Codo_Izq_min,Codo_Izq_max,Codo_Der_mean,Codo_Der_var,Codo_Der_min,Codo_Der_max,Muñeca_Izq_mean,Muñeca_Izq_var,Muñeca_Izq_min,Muñeca_Izq_max,Muñeca_Der_mean,Muñeca_Der_var,Muñeca_Der_min,Muñeca_Der_max,Rodilla_Izq_mean,Rodilla_Izq_var,Rodilla_Izq_min,Rodilla_Izq_max,Rodilla_Der_mean,Rodilla_Der_var,Rodilla_Der_min,Rodilla_Der_max,Talon_Izq_mean,Talon_Izq_var,Talon_Izq_min,Talon_Izq_max,Talon_Der_mean,Talon_Der_var,Talon_Der_min,Talon_Der_max,Vel_Codo_Izq_mean,Vel_Codo_Izq_var,Vel_Codo_Izq_min,Vel_Codo_Izq_max,Vel_Codo_Der_mean,Vel_Codo_Der_var,Vel_Codo_Der_min,Vel_Codo_Der_max,Vel_Muñeca_Izq_mean,Vel_Muñeca_Izq_var,Vel_Muñeca_Izq_min,Vel_Muñeca_Izq_max,Vel_Muñeca_Der_mean,Vel_Muñeca_Der_var,Vel_Muñeca_Der_min,Vel_Muñeca_Der_max,Vel_Rodilla_Izq_mean,Vel_Rodilla_Izq_var,Vel_Rodilla_Izq_min,Vel_Rodilla_Izq_max,Vel_Rodilla_Der_mean,Vel_Rodilla_Der_var,Vel_Rodilla_Der_min,Vel_Rodilla_Der_max,Vel_Talon_Izq_mean,Vel_Talon_Izq_var,Vel_Talon_Izq_min,Vel_Talon_Izq_max,Vel_Talon_Der_mean,Vel_Talon_Der_var,Vel_Talon_Der_min,Vel_Talon_Der_max,persona,actividad,repeticion
0.7254245791130532,0.000171529,0.70814487,0.751088311,0.5244060479080923,6.520813773280304e-05,0.5104107862930284,0.5318430010839605,0.3719760681919059,0.000138535,0.3527656495696178,0.3860665141947807,0.3455903190181444,0.001182011,0.2810979609053884,0.3856837258491279,0.3500632231264836,0.00183986,0.269710861,0.3982044026124218,0.5093772823268208,5.499470792084684e-05,0.4995596172934706,0.5178819849016533,0.3403539724091798,0.000177896,0.3226200556147957,0.3590046587615202,0.3369965469743192,0.001513645,0.26810081,0.3832223118997241,-0.002436741,0.000287895,-0.035474733,0.024254788,-0.000671541,0.000157258,-0.021133206,0.013530575,0.00281475,8.988218697241955e-05,-0.014137418,0.013784165,0.008683712,0.000449054,-0.028634462,0.035592144,0.011019688,0.000667256,-0.033944807,0.04432482,-0.001497554,0.000121434,-0.016581871,0.011366506,0.001647072,0.000122141,-0.01627436,0.019831409,0.005179726,0.000850836,-0.040147477,0.046314823,Alan,sentarse,1
0.6949081984877747,0.000181558,0.6781419722398542,0.7210764943577346,0.5162521538184651,9.267851348828536e-05,0.505356535,0.5286170773100172,0.3570101188121898,0.00031789,0.3294636842667693,0.3802433190035885,0.30877622,0.000330065,0.2770559321515307,0.3261149450985875,0.3210122981633094,0.00056881,0.2799175657240824,0.3468784768561099,0.5003907962373716,9.968358957478746e-05,0.489905317,0.5140075097378329,0.3290123140180644,0.000337681,0.3054100365900946,0.3596467316144308,0.2960964423740619,0.000497635,0.2622848149013472,0.3279702660276994,0.004039854,0.000232567,-0.01510663,0.026750126,0.002416692,0.000130999,-0.016794337,0.018614235,0.007254234,3.672548538987729e-05,0.0,0.015451788,0.00700843,3.519485741097845e-05,0.0,0.016801823,0.009565844,5.160369179816214e-05,0.0,0.022624253,0.002512968,0.000150027,-0.019051411,0.018425526,0.007748099,4.599569206626495e-05,0.0,0.016772275,0.009383636,2.7810887811445623e-05,0.0,0.016606132,Alan,sentarse,2
0.7038900769393803,0.000181207,0.6886012513791999,0.7254311762558219,0.5116717198020363,5.087698324485316e-05,0.5035330402806475,0.5234305007525101,0.3591695496034431,0.000330952,0.3397939608382643,0.3928574295914741,0.3118569242657099,0.00061183,0.2765487169894458,0.3444253666579743,0.3210749387765951,0.000676768,0.2789122343333687,0.3497912027584453,0.5009708194738105,4.02638442369814e-05,0.4933540218117208,0.5113617751976776,0.3357249353043267,0.000158465,0.3228862658971505,0.3599183078608083,0.3102577332174071,0.000462264,0.2788599660752527,0.3348046638104073,-0.000964041,0.000253286,-0.025672874,0.026569882,0.001157087,0.000108176,-0.010419866,0.01989746,0.007379712,7.725934080605358e-05,-0.001405482,0.023150335,0.009696664,2.366535794868824e-05,0.0,0.013989228,0.009912095,7.289679035569733e-05,-0.0014943,0.022875138,0.001108561,8.826301929259273e-05,-0.009120249,0.018007753,0.005290292,3.250603023399138e-05,0.0,0.016948378,0.0079921,5.034067038193892e-05,0.0,0.016883435,Alan,sentarse,3
0.7344752536844603,0.000151295,0.7165979069318024,0.7490631401553126,0.5260220139248215,1.4316337877788514e-05,0.5206053702005593,0.530387542,0.3685820827339579,0.000280567,0.343485368,0.3875403886825945,0.3187197003910635,0.000290521,0.2958855717224723,0.3366011752297226,0.3271810625208728,0.000274293,0.3043993331784417,0.3447161981678059,0.5058065810756208,1.5990069489688043e-05,0.5007328664867527,0.510795935,0.328395376,7.909917201537064e-05,0.3156439690110514,0.3384500232710526,0.2784189557204149,8.000568554170873e-05,0.2680077652260315,0.2878088639673378,0.005410872,9.176584315858932e-06,0.0,0.008224483,-0.000315005,1.5160556887480508e-05,-0.005914847,0.004522983,-0.007342503,2.1293451553286232e-05,-0.012910074,0.0,-0.006785934,2.8217483375074435e-05,-0.014083858,0.0,-0.006176481,4.2986532962337706e-05,-0.013784719,0.003257979,0.00013913,1.6557132586105714e-05,-0.005506473,0.005009417,-0.003801009,7.948976889083321e-06,-0.008424255,0.0,-0.003106936,1.583486249838941e-05,-0.007853666,0.001159482,Alan,pararse,1
0.7470560928491006,0.000237052,0.7249585789076229,0.7687307429795539,0.5325816205309166,2.7725864750628343e-05,0.5259632571093312,0.5385252450540814,0.365079626,5.6531513253468485e-05,0.3552417627070119,0.371981376,0.3135406622841184,0.000210523,0.2945452784898103,0.3321520179534079,0.326816622,0.000761795,0.2902513226547297,0.3638257110085743,0.5211657094525562,3.2631276484161696e-05,0.5119018136925562,0.5282612883753478,0.355418893,2.6385599937504785e-05,0.3481785474422411,0.3601230391882996,0.3096607607163527,0.000440687,0.2841850460480217,0.3361084101705281,0.007295361,2.053887600571903e-05,0.0,0.012418729,-0.00021293,2.8959217428498747e-05,-0.007068975,0.007459755,-0.002789935,9.575755369197368e-06,-0.006955051,0.0,-0.00626779,3.703387577116882e-05,-0.014916652,0.00015633,-0.012262398,7.704210500033082e-05,-0.024205372,0.0,0.001212576,2.55872251108001e-05,-0.004818379,0.007267726,-0.001990749,6.446785545796734e-06,-0.007041094,0.0,-0.008653894,5.575560919095887e-05,-0.021125789,0.0,Alan,pararse,2
0.731008673,9.276962120416738e-05,0.7170173805199426,0.7418383335674494,0.5252589380454077,2.5628485729269715e-05,0.5182250718741607,0.5294935541710599,0.376291814,3.790388679002301e-05,0.3655851105725533,0.3809964021696609,0.3240308266178649,0.000140661,0.3102938551511841,0.3376740584239003,0.3265902614328639,0.000229525,0.3117610358622941,0.3466265878547229,0.5118886211195888,1.610235202403931e-05,0.506605789,0.515483549,0.3497526208402503,1.368592748781486e-05,0.3458017223625476,0.3557156313411941,0.3085313033493547,8.557517179150543e-05,0.2990846310779613,0.3186030297048041,0.004964191,1.1956599988099778e-05,0.0,0.009741808,-0.000669808,3.942247158791802e-05,-0.010779446,0.006423326,-0.003082258,2.2048118762394568e-05,-0.011380612,0.0,-0.004609398,5.210065481481813e-05,-0.012835906,0.004333214,-0.005119752,0.000146745,-0.022870509,0.00926679,-0.000394587,2.745392791255968e-05,-0.00887776,0.005550768,-0.000867358,3.896261009395916e-05,-0.009913909,0.007687606,-0.003853092,3.922760120371752e-05,-0.014712299,0.00025294,Alan,pararse,3
0.7514740162937742,6.903009930397855e-07,0.7506122409701446,0.7526585004140321,0.5242426909087553,2.8380391414437764e-06,0.5212181521216893,0.5258869660894828,0.3622639700365888,0.000110678,0.3490933909398355,0.3773259086045935,0.3326187921592053,0.002530667,0.2671692136514059,0.4024429572206656,0.3334395059243317,0.004467369,0.2456568738230792,0.4229606948872508,0.5034919399134191,1.495437969032377e-06,0.5015932447783567,0.5048306543879839,0.3377012949925374,9.613857924173462e-05,0.3255727395568917,0.3525835767742996,0.3113487198681116,0.002797446,0.2478442357634941,0.3877137266559212,-0.000196148,3.054966579693103e-07,-0.001025897,0.000485346,-0.000371733,1.5816339927413265e-06,-0.002050693,0.001634514,-0.000367952,8.460894926289832e-05,-0.010543773,0.010612014,-0.004448074,0.001814931,-0.059455717,0.04950051,-0.007655843,0.003055639,-0.08241153,0.064927413,-0.000191059,8.792757746980935e-07,-0.001504751,0.001304129,0.000431763,7.655849735846434e-05,-0.010446763,0.010711358,-0.004527134,0.002094669,-0.068887191,0.05042569,Alan,aplaudir,1
0.7652397530948181,6.321214562564177e-06,0.7627651151352541,0.7690088541363643,0.5248667128930231,1.521881155724892e-06,0.5233530667265351,0.5265358125278128,0.3623988145948656,4.845359902712041e-05,0.3537884112201042,0.3719229386770168,0.3394439079823546,0.002175283,0.2811776777375288,0.4034111158330237,0.3511450030253669,0.004015196,0.2699519688788286,0.4393005666456285,0.5130609392180994,8.872787372282326e-06,0.5101716548789833,0.5191772702436971,0.351401584,1.0743518342066225e-05,0.3471078421067371,0.3557078427885919,0.3380816060062104,0.002102305,0.2841850460480217,0.4027042968085862,-0.000531602,1.8330905998004308e-06,-0.002693433,0.001086147,7.156942731017499e-05,1.0254072818220787e-06,-0.002162124,0.001085463,-0.000181669,3.107215831429579e-05,-0.006194949,0.00874344,-0.00167095,0.001351691,-0.047782776,0.050834066,-0.002537419,0.002454229,-0.069024953,0.063067127,-0.000692753,3.818198618437887e-06,-0.003998825,0.001675583,0.000140246,8.543138423704596e-06,-0.004191766,0.004131339,0.003085718,0.001519322,-0.057314076,0.045198712,Alan,aplaudir,2
0.7538599443661489,2.983327524583243e-05,0.7418383335674494,0.757505122,0.5185732644796343,1.995478535047036e-06,0.5173749181755457,0.5210104749004487,0.3615809297697114,3.085430584496001e-05,0.3516486343144207,0.3660701792230057,0.3369644600805878,0.001572188,0.279307487,0.3942020921912643,0.3529413912715496,0.003226129,0.273295029,0.4379394618187331,0.5059540513979452,1.8015097424264786e-07,0.5054977217378595,0.506605789,0.3411607757736463,5.426101779643075e-05,0.3291870401321954,0.3477961560492559,0.3331346360957204,0.001251942,0.2894306444437569,0.3898628139873818,0.001957343,2.1125375345392017e-05,-0.000909548,0.0116459,0.000397915,6.867505557103283e-07,-0.000850154,0.001456401,-0.001990925,7.650642214181646e-06,-0.005496898,0.001644561,-0.004426624,0.001129573,-0.043897305,0.033812911,-0.005495144,0.002429726,-0.065697366,0.050739046,-5.59e-05,1.4708929289780344e-07,-0.000576911,0.000654242,-0.001310932,3.729401346790564e-05,-0.011699505,0.007438158,0.002319973,0.001412979,-0.051430615,0.036126526,Alan,aplaudir,3
0.7586516279884494,6.557656137437764e-06,0.7550238464974202,0.7622980412072061,0.5244645629987286,9.349042417757317e-06,0.5212017298587306,0.5295290547113154,0.3420077080294251,1.315487598025438e-06,0.3410882154306501,0.3440457333572884,0.2779562656181898,5.077183918913294e-07,0.2771274386607685,0.2790007275047038,0.275121589,5.27775090370733e-06,0.2710111749743552,0.2777341697052472,0.5114117456013644,1.9214296485928672e-05,0.5044327431773635,0.5159109280418743,0.3966393210226257,0.000918563,0.3497089584094236,0.434892319,0.442138303,0.007855591,0.3204315736903952,0.5631962621569628,0.001039171,2.333163179428725e-07,0.0,0.001400202,0.001189618,7.117556995816517e-07,0.0,0.002237503,0.000422503,2.6558145325569146e-07,-0.000317466,0.001051335,-3.13e-05,1.263651600694494e-06,-0.001568984,0.001653974,-0.000809699,2.747246375801123e-06,-0.003485533,0.001055098,0.001639741,1.4134087776261774e-06,0.0,0.003035489,-0.004026683,0.000616165,-0.033643607,0.030238096,-0.00724425,0.005673304,-0.09692306,0.082432552,Alan,saludar,1
